,car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,mileage(kmpl),engine(cc),torque(Nm),price(in lakhs)
399,Kia Seltos GTX Plus,2019-11-01,Comprehensive,Petrol,5,85540,First Owner,Automatic,16.5,1353.0,13808.0,13.86
400,Maruti Baleno,2019-03-01,Comprehensive,Petrol,5,50170,First Owner,Manual,21.01,1197.0,8180.0,6.87
401,BMW X7 xDrive30d DPE,2020-07-01,Comprehensive,Diesel,7,44000,First Owner,Automatic,13.38,2993.0,26150.0,98.5
402,Mercedes-Benz C-Class Progressive C,2022-12-01,Comprehensive,Diesel,5,4000,First Owner,Automatic,12.6,1950.0,194.0,56.75
403,Maruti Wagon R VXi,2015-08-01,Comprehensive,Petrol,5,37163,Second Owner,Manual,998.0,671.0,90.0,3.18
404,MG Hector Sharp,2022-07-01,Third Party insurance,Petrol,5,21003,First Owner,Automatic,1451.0,141.0,250.0,18.75
405,BMW X3 xDrive 20d Luxury,2018-08-01,Comprehensive,Diesel,5,49000,First Owner,Automatic,16.55,1995.0,1877.0,39.0
406,Maruti A-Star AT,2011-06-01,Comprehensive,Petrol,5,89057,Second Owner,Automatic,16.98,998.0,661.0,2.26
407,Mercedes-Benz C-Class Progressive C,2021-11-01,Comprehensive,Petrol,5,12000,First Owner,Automatic,11.9,1950.0,20115.0,44.5
408,Maruti Vitara Brezza VXI,2022-11-01,Comprehensive,Petrol,5,11000,First Owner,Automatic,18.76,1462.0,10326.0,9.99
409,Mercedes-Benz GLS 400d,2022-12-01,Comprehensive,Diesel,7,19000,Second Owner,Automatic,2925.0,3258640000000.0,700.0,1.15
410,Hyundai Grand i10,2014-06-01,Comprehensive,Petrol,5,74846,Second Owner,Manual,18.9,1197.0,82.0,3.1
411,Toyota Glanza,2022-11-01,Comprehensive,Petrol,5,4500,First Owner,Manual,22.35,1197.0,8850.0,7.55
412,Hyundai i20,2012-02-01,Comprehensive,Petrol,5,97722,Third Owner,Manual,18.5,1197.0,805200.0,2.27
413,Jeep Wrangler,2023-02-01,Third Party insurance,Petrol,5,9000,First Owner,Automatic,12.1,1998.0,26530.0,70.0
414,Mercedes-Benz AMG GLE 53,2020-02-01,Third Party,Petrol,5,19000,First Owner,Automatic,8.9,2999.0,435.0,78.99
415,Honda City i VTEC CVT,2015-11-01,Comprehensive,Petrol,5,79683,First Owner,Automatic,18.0,1497.0,1173.0,6.35
416,Maruti Swift Dzire VXI,2022-07-01,Comprehensive,Petrol,5,26000,First Owner,Automatic,22.61,1197.0,8850.0,7.95
417,BMW X1 sDrive 20d,2016-07-01,Third Party insurance,Diesel,5,70000,Second Owner,Automatic,20.68,1995.0,188.0,15.5
418,Kia Seltos GTX Plus,2019-11-01,Comprehensive,Petrol,5,85540,First Owner,Automatic,16.5,1353.0,13808.0,13.86
419,Maruti Baleno,2019-03-01,Comprehensive,Petrol,5,50170,First Owner,Manual,21.01,1197.0,8180.0,6.87
420,BMW X7 xDrive30d DPE,2020-07-01,Comprehensive,Diesel,7,44000,First Owner,Automatic,13.38,2993.0,26150.0,98.5
421,Mercedes-Benz C-Class Progressive C,2022-12-01,Comprehensive,Diesel,5,4000,First Owner,Automatic,12.6,1950.0,194.0,56.75
422,Maruti Wagon R VXi,2015-08-01,Comprehensive,Petrol,5,37163,Second Owner,Manual,998.0,671.0,90.0,3.18
423,MG Hector Sharp,2022-07-01,Third Party insurance,Petrol,5,21003,First Owner,Automatic,1451.0,141.0,250.0,18.75
424,BMW X3 xDrive 20d Luxury,2018-08-01,Comprehensive,Diesel,5,49000,First Owner,Automatic,16.55,1995.0,1877.0,39.0
425,Maruti A-Star AT,2011-06-01,Comprehensive,Petrol,5,89057,Second Owner,Automatic,16.98,998.0,661.0,2.26
426,Mercedes-Benz C-Class Progressive C,2021-11-01,Comprehensive,Petrol,5,12000,First Owner,Automatic,11.9,1950.0,20115.0,44.5
427,Maruti Vitara Brezza VXI,2022-11-01,Comprehensive,Petrol,5,11000,First Owner,Automatic,18.76,1462.0,10326.0,9.99
428,Honda City i VTEC VX Option,2016-08-01,Comprehensive,Petrol,5,72692,First Owner,Manual,17.8,1497.0,1173.0,6.85
429,Ford Ecosport 1.5 Ti VCT AT Titanium,2016-07-01,Comprehensive,Petrol,5,47463,Second Owner,Automatic,15.63,1499.0,1104.0,6.33
430,Mercedes-Benz GLC,2022-07-01,Zero Dep,Petrol,5,7651,First Owner,Automatic,12.74,1991.0,197.0,61.0
431,Honda City i VTEC,2014-06-01,Comprehensive,Petrol,5,69348,First Owner,Manual,17.8,1497.0,1173.0,6.19
432,Jaguar XJ 3.0L,2016-07-01,Comprehensive,Diesel,5,40000,First Owner,Automatic,14.47,2993.0,30173.0,32.5
433,Land Rover Range Rover Velar P250 R-Dynamic,2020-11-01,Comprehensive,Petrol,5,18000,First Owner,Automatic,15.8,1997.0,247.0,80.0
434,Toyota Etios,2011-12-01,Comprehensive,Petrol,5,51710,First Owner,Manual,,,,2.48
435,Mercedes-Benz GLS 350d,2016-07-01,Comprehensive,Diesel,7,84000,First Owner,Automatic,11.0,2987.0,258.0,46.21
436,Maruti Wagon R VXi,2013-03-01,Comprehensive,Petrol,5,62411,First Owner,Manual,998.0,671.0,90.0,2.9
437,Maruti Brezza Zxi Plus,2022-11-01,Third Party insurance,Petrol,5,22711,First Owner,Manual,19.89,1462.0,10165.0,11.35
438,Hyundai Grand i10,2014-10-01,Comprehensive,Petrol,5,90576,First Owner,Manual,18.9,1197.0,82.0,3.37
439,Mercedes-Benz E-Class E,2018-12-01,Comprehensive,Diesel,5,44000,First Owner,Automatic,17.0,2987.0,2548.0,44.0
440,Maruti Swift LXI,2017-08-01,Comprehensive,Petrol,5,49000,First Owner,Manual,1197.0,8180.0,113.0,4.25
441,Hyundai Venue SX,2019-01-01,Comprehensive,Petrol,5,40678,First Owner,Manual,18.27,998.0,11835.0,9.24
442,Maruti Wagon R LX BS,2012-01-01,Comprehensive,Petrol,5,32000,First Owner,Manual,998.0,6704.0,90.0,2.2
443,Maruti Ertiga ZXI,2020-03-01,Comprehensive,Petrol,7,27500,First Owner,Manual,19.01,1462.0,10326.0,10.5
444,Hyundai i20 Sportz,2018-06-01,Comprehensive,Petrol,5,92539,First Owner,Manual,18.6,1197.0,8183.0,5.28
445,BMW 3 Series Gran Limousine 330Li M Sport First,2021-12-01,Comprehensive,Petrol,5,21000,First Owner,Automatic,15.3,1998.0,25479.0,48.0
446,Maruti Baleno 1.2,2020-06-01,Comprehensive,Petrol,5,6000,First Owner,Manual,21.4,1197.0,831.0,6.95
447,Honda City i VTEC VX Option,2016-08-01,Comprehensive,Petrol,5,72692,First Owner,Manual,17.8,1497.0,1173.0,6.85
448,Ford Ecosport 1.5 Ti VCT AT Titanium,2016-07-01,Comprehensive,Petrol,5,47463,Second Owner,Automatic,15.63,1499.0,1104.0,6.33
449,Mercedes-Benz GLC,2022-07-01,Zero Dep,Petrol,5,7651,First Owner,Automatic,12.74,1991.0,197.0,61.0
450,Honda City i VTEC,2014-06-01,Comprehensive,Petrol,5,69348,First Owner,Manual,17.8,1497.0,1173.0,6.19
451,Jaguar XJ 3.0L,2016-07-01,Comprehensive,Diesel,5,40000,First Owner,Automatic,14.47,2993.0,30173.0,32.5
452,Land Rover Range Rover Velar P250 R-Dynamic,2020-11-01,Comprehensive,Petrol,5,18000,First Owner,Automatic,15.8,1997.0,247.0,80.0
453,Toyota Etios,2011-12-01,Comprehensive,Petrol,5,51710,First Owner,Manual,,,,2.48
454,Mercedes-Benz GLS 350d,2016-07-01,Comprehensive,Diesel,7,84000,First Owner,Automatic,11.0,2987.0,258.0,46.21
455,Maruti Wagon R VXi,2013-03-01,Comprehensive,Petrol,5,62411,First Owner,Manual,998.0,671.0,90.0,2.9
456,Maruti Brezza Zxi Plus,2022-11-01,Third Party insurance,Petrol,5,22711,First Owner,Manual,19.89,1462.0,10165.0,11.35
457,Hyundai Grand i10,2014-10-01,Comprehensive,Petrol,5,90576,First Owner,Manual,18.9,1197.0,82.0,3.37
458,Mercedes-Benz E-Class E,2018-12-01,Comprehensive,Diesel,5,44000,First Owner,Automatic,17.0,2987.0,2548.0,44.0
459,Maruti Swift LXI,2017-08-01,Comprehensive,Petrol,5,49000,First Owner,Manual,1197.0,8180.0,113.0,4.25
460,Hyundai Venue SX,2019-01-01,Comprehensive,Petrol,5,40678,First Owner,Manual,18.27,998.0,11835.0,9.24
461,Maruti Wagon R LX BS,2012-01-01,Comprehensive,Petrol,5,32000,First Owner,Manual,998.0,6704.0,90.0,2.2
462,Maruti Ertiga ZXI,2020-03-01,Comprehensive,Petrol,7,27500,First Owner,Manual,19.01,1462.0,10326.0,10.5
463,Hyundai i20 Sportz,2018-06-01,Comprehensive,Petrol,5,92539,First Owner,Manual,18.6,1197.0,8183.0,5.28
464,BMW 3 Series Gran Limousine 330Li M Sport First,2021-12-01,Comprehensive,Petrol,5,21000,First Owner,Automatic,15.3,1998.0,25479.0,48.0
465,Maruti Baleno 1.2,2020-06-01,Comprehensive,Petrol,5,6000,First Owner,Manual,21.4,1197.0,831.0,6.95
466,Mahindra XUV700 AX7 AT Luxury,2022-05-01,Comprehensive,Petrol,7,5000,First Owner,Automatic,1999.0,19713.0,380.0,26.5
467,Tata Tiago XZ,2019-09-01,Comprehensive,Petrol,5,16570,First Owner,Manual,23.84,1199.0,8383.0,5.23
468,Maruti Wagon R,2022-08-01,Comprehensive,Petrol,5,11000,First Owner,Manual,21.79,998.0,6705.0,5.75
469,Honda WR-V i-VTEC,2017-10-01,Comprehensive,Petrol,5,39791,First Owner,Manual,17.5,1199.0,887.0,6.92
470,Mahindra XUV500 W8,2017-05-01,Comprehensive,Diesel,7,138000,First Owner,Manual,16.0,2179.0,140.0,6.95
471,Mercedes-Benz G G 63,2023-08-01,Comprehensive,Petrol,5,3000,First Owner,Automatic,8.13,3982.0,57663.0,4.0
472,Maruti Swift Dzire,2012-03-01,Comprehensive,Petrol,5,94176,First Owner,Manual,1197.0,8850.0,113.0,2.67
473,Porsche Cayenne 3.6 S Platinum,2023-09-01,Comprehensive,Petrol,5,11000,First Owner,Automatic,12.5,3604.0,420.0,1.47
474,Kia Seltos,2019-10-01,Comprehensive,Petrol,5,30000,First Owner,Manual,16.1,1353.0,138.0,13.25
475,Volkswagen Taigun 1.5 TSI GT,2021-01-01,Comprehensive,Petrol,5,49594,First Owner,Manual,18.47,1498.0,14751.0,13.37
476,Volkswagen Polo Petrol Comfortline,2012-11-01,Comprehensive,Petrol,5,60000,First Owner,Manual,16.47,1198.0,739.0,2.7
477,Honda Brio S,2015-02-01,Comprehensive,Petrol,5,76441,First Owner,Manual,19.4,1198.0,868.0,3.26
478,Mercedes-Benz M-Class ML 350,2014-07-01,Third Party insurance,Diesel,5,75000,Second Owner,Automatic,11.74,2987.0,2548.0,17.75
479,Maruti Wagon R VXI,2017-07-01,Comprehensive,Petrol,5,53000,First Owner,Automatic,21.79,998.0,6705.0,3.95
480,Hyundai Creta 1.6 Gamma SX,2017-09-01,Comprehensive,Petrol,5,56572,First Owner,Manual,15.29,1591.0,1213.0,9.31
481,Maruti Baleno,2018-07-01,Comprehensive,Petrol,5,27210,First Owner,Manual,21.01,1197.0,8180.0,6.0
482,Mercedes-Benz GLE 400,2017-07-01,Comprehensive,Petrol,5,56000,First Owner,Automatic,9.7,2996.0,32855.0,45.75
483,Hyundai i20 Asta,2014-11-01,Comprehensive,Petrol,5,62677,First Owner,Manual,18.6,1197.0,8183.0,4.92
484,Maruti Baleno,2023-01-01,Comprehensive,Petrol,5,18000,First Owner,Manual,22.35,1197.0,8850.0,7.5
485,BMW 5 Series 520d Luxury,2019-10-01,Comprehensive,Diesel,5,35000,First Owner,Automatic,20.37,1995.0,18774.0,45.0
486,Mahindra XUV700 AX7 AT Luxury,2022-05-01,Comprehensive,Petrol,7,5000,First Owner,Automatic,1999.0,19713.0,380.0,26.5
487,Tata Tiago XZ,2019-09-01,Comprehensive,Petrol,5,16570,First Owner,Manual,23.84,1199.0,8383.0,5.23
488,Maruti Wagon R,2022-08-01,Comprehensive,Petrol,5,11000,First Owner,Manual,21.79,998.0,6705.0,5.75
489,Honda WR-V i-VTEC,2017-10-01,Comprehensive,Petrol,5,39791,First Owner,Manual,17.5,1199.0,887.0,6.92
490,Mahindra XUV500 W8,2017-05-01,Comprehensive,Diesel,7,138000,First Owner,Manual,16.0,2179.0,140.0,6.95
491,Mercedes-Benz G G 63,2023-08-01,Comprehensive,Petrol,5,3000,First Owner,Automatic,8.13,3982.0,57663.0,4.0
492,Maruti Swift Dzire,2012-03-01,Comprehensive,Petrol,5,94176,First Owner,Manual,1197.0,8850.0,113.0,2.67
493,Porsche Cayenne 3.6 S Platinum,2023-09-01,Comprehensive,Petrol,5,11000,First Owner,Automatic,12.5,3604.0,420.0,1.47
494,Kia Seltos,2019-10-01,Comprehensive,Petrol,5,30000,First Owner,Manual,16.1,1353.0,138.0,13.25
495,Volkswagen Taigun 1.5 TSI GT,2021-01-01,Comprehensive,Petrol,5,49594,First Owner,Manual,18.47,1498.0,14751.0,13.37
496,Volkswagen Polo Petrol Comfortline,2012-11-01,Comprehensive,Petrol,5,60000,First Owner,Manual,16.47,1198.0,739.0,2.7
497,Honda Brio S,2015-02-01,Comprehensive,Petrol,5,76441,First Owner,Manual,19.4,1198.0,868.0,3.26
498,Mercedes-Benz M-Class ML 350,2014-07-01,Third Party insurance,Diesel,5,75000,Second Owner,Automatic,11.74,2987.0,2548.0,17.75
499,Maruti Wagon R VXI,2017-07-01,Comprehensive,Petrol,5,53000,First Owner,Automatic,21.79,998.0,6705.0,3.95
500,Hyundai Creta 1.6 Gamma SX,2017-09-01,Comprehensive,Petrol,5,56572,First Owner,Manual,15.29,1591.0,1213.0,9.31
501,Maruti Baleno,2018-07-01,Comprehensive,Petrol,5,27210,First Owner,Manual,21.01,1197.0,8180.0,6.0
502,Mercedes-Benz GLE 400,2017-07-01,Comprehensive,Petrol,5,56000,First Owner,Automatic,9.7,2996.0,32855.0,45.75
503,Hyundai i20 Asta,2014-11-01,Comprehensive,Petrol,5,62677,First Owner,Manual,18.6,1197.0,8183.0,4.92
504,Maruti Baleno,2023-01-01,Comprehensive,Petrol,5,18000,First Owner,Manual,22.35,1197.0,8850.0,7.5
505,BMW 5 Series 520d Luxury,2019-10-01,Comprehensive,Diesel,5,35000,First Owner,Automatic,20.37,1995.0,18774.0,45.0
506,BMW X5 xDrive 30d,2019-07-01,Comprehensive,Diesel,5,38000,Second Owner,Automatic,13.38,2993.0,26150.0,46.21
507,Renault Captur 1.5 Diesel,2018-06-01,Comprehensive,Diesel,5,109495,First Owner,Manual,20.37,1461.0,10849.0,6.53
508,Toyota Etios,2011-07-01,Comprehensive,Petrol,5,54214,First Owner,Manual,,,,2.55
509,Audi A4 2.0 TDI Premium,2015-01-01,Third Party insurance,Diesel,5,43600,Second Owner,Automatic,17.11,1968.0,17433.0,11.9
510,Mercedes-Benz C-Class Progressive C,2020-10-01,Comprehensive,Diesel,5,30000,First Owner,Automatic,12.6,1950.0,194.0,37.5
511,Maruti SX4 S Cross Zeta DDiS 200,2018-04-01,Comprehensive,Diesel,5,45240,First Owner,Manual,25.1,1248.0,885.0,7.34
512,Datsun RediGO 1.0 T,2018-05-01,Comprehensive,Petrol,5,3600,First Owner,Manual,22.5,999.0,67.0,3.45
513,Mercedes-Benz G G,2021-09-01,Comprehensive,Diesel,5,36000,First Owner,Automatic,8.13,2925.0,28161.0,2.05
514,Maruti Baleno,2020-01-01,Comprehensive,Petrol,5,59090,First Owner,Manual,21.01,1197.0,8180.0,6.42
515,Audi Q3 35 TDI Quattro,2012-11-01,Comprehensive,Diesel,5,126000,First Owner,Automatic,15.73,1968.0,17433.0,6.5
516,Hyundai Grand i10,2014-02-01,Comprehensive,Petrol,5,70717,First Owner,Manual,18.9,1197.0,82.0,3.86
517,Mercedes-Benz S-Class S 500,2014-07-01,Comprehensive,Petrol,5,65000,First Owner,Automatic,7.81,5461.0,3629.0,47.5
518,Honda City i VTEC,2013-04-01,Comprehensive,Petrol,5,73086,Second Owner,Manual,17.4,1497.0,1173.0,3.75
519,Tata Nexon XZ Plus,2020-02-01,Comprehensive,Petrol,5,51690,First Owner,Manual,17.33,1199.0,11835.0,8.52
520,BMW X1 sDrive20d,2018-03-01,Comprehensive,Diesel,5,49000,First Owner,Automatic,20.68,1995.0,188.0,19.45
521,Mercedes-Benz E-Class Expression E 200,2019-12-01,Comprehensive,Petrol,5,25000,First Owner,Automatic,15.0,1991.0,1944.0,49.75
522,Hyundai Santro Sportz,2019-12-01,Comprehensive,Petrol,5,23592,First Owner,Manual,20.3,1086.0,68.0,4.71
523,Honda City i VTEC,2014-12-01,Comprehensive,Petrol,5,69000,Second Owner,Manual,17.4,1497.0,1173.0,4.9
524,Hyundai Creta 1.6 SX,2016-06-01,Comprehensive,Petrol,5,70000,First Owner,Automatic,14.8,1591.0,1213.0,7.95
525,Mercedes-Benz S-Class S450,2023-11-01,Comprehensive,Petrol,5,3500,First Owner,Automatic,2999.0,36207.0,500.0,1.78
526,Honda Brio S,2015-09-01,Comprehensive,Petrol,5,64155,First Owner,Manual,19.4,1198.0,868.0,3.18
527,Mercedes-Benz A Class A200,2018-07-01,Comprehensive,Diesel,5,38000,First Owner,Automatic,20.0,2143.0,1073.0,17.49
528,Hyundai Xcent 1.2 VTVT E,2017-08-01,Comprehensive,Petrol,5,68018,First Owner,Manual,20.14,1197.0,8186.0,4.12
529,Toyota Hyryder V AWD,2022-07-01,Comprehensive,Petrol,5,14000,First Owner,Manual,19.39,1462.0,10164.0,19.9
530,Honda WR-V i-VTEC,2018-04-01,Comprehensive,Petrol,5,29846,First Owner,Manual,17.5,1199.0,887.0,7.6
531,Tata Tiago,2017-11-01,Comprehensive,Petrol,5,26092,First Owner,Manual,23.84,1199.0,8383.0,4.5
532,Maruti Swift Dzire LXI,2019-08-01,Comprehensive,Petrol,5,50823,First Owner,Manual,1197.0,8180.0,113.0,5.5
533,BMW X6 Xdrive40i M,2020-10-01,Third Party insurance,Petrol,5,5200,First Owner,Automatic,10.31,2998.0,33525.0,69.75
534,Mahindra Marazzo,2018-02-01,Comprehensive,Diesel,7,36050,First Owner,Manual,17.3,1497.0,121.0,8.99
535,Honda City i-VTEC CVT,2017-12-01,Comprehensive,Petrol,5,90932,First Owner,Automatic,18.0,1497.0,1176.0,7.86
536,Tata Harrier XZA Plus (O) AT,2021-08-01,Comprehensive,Diesel,5,53000,First Owner,Automatic,14.6,1956.0,16767.0,20.0
537,Mercedes-Benz C-Class Progressive C,2020-03-01,Zero Dep,Diesel,5,11848,Second Owner,Automatic,12.6,1950.0,194.0,39.9
538,Honda Mobilio V,2014-08-01,Comprehensive,Petrol,7,73580,First Owner,Manual,17.3,1497.0,1173.0,4.66
539,Jeep Compass 1.4,2019-03-01,Comprehensive,Petrol,5,22600,First Owner,Automatic,16.0,1368.0,160.0,14.9
540,Audi A4 35 TDI,2019-12-01,Comprehensive,Diesel,5,36000,First Owner,Automatic,18.25,1968.0,18774.0,27.5
541,Tata Altroz XE,2021-04-01,Comprehensive,Diesel,5,44275,First Owner,Manual,1497.0,8877.0,200.0,6.2
542,Hyundai i20 Magna,2020-09-01,Comprehensive,Petrol,5,52000,First Owner,Manual,18.6,1197.0,8186.0,6.25
543,Tata Safari XZA Plus,2021-07-01,Comprehensive,Diesel,7,26000,Second Owner,Automatic,14.08,1956.0,16767.0,20.0
544,Maruti Ciaz 1.4,2018-07-01,Comprehensive,Petrol,5,45239,First Owner,Manual,20.73,1373.0,911.0,6.33
545,Mercedes-Benz GLA Class,2017-12-01,Comprehensive,Petrol,5,51000,Second Owner,Automatic,13.7,1991.0,183.0,21.0
546,Maruti Vitara Brezza ZDi Plus,2019-05-01,Comprehensive,Diesel,5,102973,First Owner,Automatic,24.3,1248.0,885.0,7.99
547,Audi A6 35,2016-09-01,Comprehensive,Diesel,5,87000,Second Owner,Automatic,18.53,1968.0,18774.0,19.0
548,Hyundai Grand i10,2014-02-01,Comprehensive,Petrol,5,63952,Second Owner,Manual,18.9,1197.0,82.0,3.55
549,Mahindra XUV500 W11 AT,2018-10-01,Comprehensive,Diesel,7,58000,Second Owner,Automatic,15.1,2179.0,15287.0,12.0
550,Audi Q8,2023-11-01,Comprehensive,Petrol,5,7000,First Owner,Automatic,9.8,2995.0,340.0,1.12
551,Tata Nexon 1.2 Revotron XZA Plus,2019-06-01,Comprehensive,Petrol,5,46310,First Owner,Automatic,17.0,1198.0,1085.0,8.74
552,MG Hector Plus Sharp,2020-11-01,Comprehensive,Petrol,6,42000,First Owner,Automatic,11.67,1451.0,141.0,16.0
553,Honda City i VTEC VX,2015-05-01,Comprehensive,Petrol,5,94498,First Owner,Manual,17.8,1497.0,1173.0,5.81
554,Volvo XC60 B5,2022-11-01,Comprehensive,Petrol,5,9300,First Owner,Automatic,11.2,1969.0,250.0,66.0
555,BMW X5 xDrive 30d,2019-11-01,Comprehensive,Diesel,5,37000,First Owner,Automatic,13.38,2993.0,26150.0,71.99
556,Honda WR-V i-DTEC,2019-09-01,Comprehensive,Diesel,5,144234,First Owner,Manual,25.5,1498.0,986.0,5.52
557,Maruti Swift Dzire VXI,2017-07-01,Comprehensive,Petrol,5,48000,First Owner,Manual,20.85,1197.0,8314.0,5.1
558,Land Rover Range Rover Velar R-Dynamic S,2021-11-01,Comprehensive,Petrol,5,19000,Second Owner,Automatic,15.8,1997.0,24674.0,80.0
559,Hyundai i20 Sportz,2016-12-01,Comprehensive,Petrol,5,114658,First Owner,Manual,18.6,1197.0,8183.0,5.21
560,Audi A4 2.0 TDI Premium,2015-10-01,Comprehensive,Diesel,5,71000,First Owner,Automatic,17.11,1968.0,17433.0,12.65
561,Maruti Swift LXI,2022-12-01,Comprehensive,Petrol,5,8000,First Owner,Manual,1197.0,8850.0,113.0,5.95
562,Tata Safari XZA Plus,2021-07-01,Comprehensive,Diesel,7,26000,Second Owner,Automatic,14.08,1956.0,16767.0,20.0
563,Maruti Ciaz 1.4,2018-07-01,Comprehensive,Petrol,5,45239,First Owner,Manual,20.73,1373.0,911.0,6.33
564,Mercedes-Benz GLA Class,2017-12-01,Comprehensive,Petrol,5,51000,Second Owner,Automatic,13.7,1991.0,183.0,21.0
565,Maruti Vitara Brezza ZDi Plus,2019-05-01,Comprehensive,Diesel,5,102973,First Owner,Automatic,24.3,1248.0,885.0,7.99
566,Audi A6 35,2016-09-01,Comprehensive,Diesel,5,87000,Second Owner,Automatic,18.53,1968.0,18774.0,19.0
567,Hyundai Grand i10,2014-02-01,Comprehensive,Petrol,5,63952,Second Owner,Manual,18.9,1197.0,82.0,3.55
568,Mahindra XUV500 W11 AT,2018-10-01,Comprehensive,Diesel,7,58000,Second Owner,Automatic,15.1,2179.0,15287.0,12.0
569,Audi Q8,2023-11-01,Comprehensive,Petrol,5,7000,First Owner,Automatic,9.8,2995.0,340.0,1.12
570,Tata Nexon 1.2 Revotron XZA Plus,2019-06-01,Comprehensive,Petrol,5,46310,First Owner,Automatic,17.0,1198.0,1085.0,8.74
571,MG Hector Plus Sharp,2020-11-01,Comprehensive,Petrol,6,42000,First Owner,Automatic,11.67,1451.0,141.0,16.0
572,Honda City i VTEC VX,2015-05-01,Comprehensive,Petrol,5,94498,First Owner,Manual,17.8,1497.0,1173.0,5.81
573,Volvo XC60 B5,2022-11-01,Comprehensive,Petrol,5,9300,First Owner,Automatic,11.2,1969.0,250.0,66.0
574,BMW X5 xDrive 30d,2019-11-01,Comprehensive,Diesel,5,37000,First Owner,Automatic,13.38,2993.0,26150.0,71.99
575,Honda WR-V i-DTEC,2019-09-01,Comprehensive,Diesel,5,144234,First Owner,Manual,25.5,1498.0,986.0,5.52
576,Maruti Swift Dzire VXI,2017-07-01,Comprehensive,Petrol,5,48000,First Owner,Manual,20.85,1197.0,8314.0,5.1
577,Land Rover Range Rover Velar R-Dynamic S,2021-11-01,Comprehensive,Petrol,5,19000,Second Owner,Automatic,15.8,1997.0,24674.0,80.0
578,Hyundai i20 Sportz,2016-12-01,Comprehensive,Petrol,5,114658,First Owner,Manual,18.6,1197.0,8183.0,5.21
579,Audi A4 2.0 TDI Premium,2015-10-01,Comprehensive,Diesel,5,71000,First Owner,Automatic,17.11,1968.0,17433.0,12.65
580,Maruti Swift LXI,2022-12-01,Comprehensive,Petrol,5,8000,First Owner,Manual,1197.0,8850.0,113.0,5.95
581,BMW X3 xDrive 20d Luxury,2018-07-01,Comprehensive,Diesel,5,28000,First Owner,Automatic,16.55,1995.0,1877.0,39.9
582,Honda WR-V i-VTEC,2019-11-01,Comprehensive,Petrol,5,38616,First Owner,Manual,17.5,1199.0,887.0,7.41
583,Skoda Octavia 1.8 TSI AT L,2019-11-01,Comprehensive,Petrol,5,30000,First Owner,Automatic,15.1,1798.0,178.0,21.5
584,Hyundai i20 Asta Option,2018-04-01,Comprehensive,Petrol,5,33093,First Owner,Manual,18.6,1197.0,8183.0,6.81
585,BMW X1 sDrive 20D,2019-08-01,Comprehensive,Diesel,5,33000,First Owner,Automatic,17.05,1995.0,184.0,29.0
586,Toyota Innova Crysta 2.8 GX AT,2019-10-01,Comprehensive,Diesel,7,57000,First Owner,Automatic,11.36,2755.0,1715.0,17.5
587,Renault Duster 85PS Diesel,2018-06-01,Comprehensive,Diesel,5,75206,First Owner,Manual,19.87,1461.0,838.0,6.49
588,Mercedes-Benz CLA 200 CDI,2016-07-01,Third Party insurance,Diesel,5,42000,Second Owner,Automatic,17.9,2143.0,136.0,17.6
589,Hyundai Grand i10,2016-01-01,Comprehensive,Petrol,5,96241,First Owner,Manual,18.9,1197.0,82.0,3.77
590,Maruti Ertiga ZXI,2022-08-01,Comprehensive,CNG,7,34214,First Owner,Manual,26.11,1462.0,8663.0,12.75
591,Maruti Ciaz,2015-12-01,Comprehensive,Petrol,5,55818,First Owner,Manual,20.73,1373.0,911.0,6.61
592,Land Rover Range Rover Velar R-Dynamic S,2020-07-01,Comprehensive,Petrol,5,80000,First Owner,Automatic,15.8,1997.0,24674.0,68.0
593,Maruti Wagon R VXi,2015-05-01,Comprehensive,Petrol,5,70516,First Owner,Manual,998.0,671.0,90.0,3.11
594,Maruti Wagon R ZXI AMT,2020-12-01,Comprehensive,Petrol,5,48000,First Owner,Automatic,20.52,1197.0,8180.0,5.75
595,BMW 5 Series 520d Luxury,2015-11-01,Third Party insurance,Diesel,5,94000,First Owner,Automatic,20.37,1995.0,18774.0,16.9
596,Hyundai Creta 1.6 Gamma SX,2016-02-01,Comprehensive,Petrol,5,80627,First Owner,Manual,15.29,1591.0,1213.0,8.16
597,Skoda Rapid 1.6 MPI AT Elegance Plus Black,2015-02-01,Comprehensive,Petrol,5,49000,First Owner,Automatic,14.3,1598.0,10352.0,5.25
598,Lexus RX,2020-11-01,Comprehensive,Petrol,5,19000,First Owner,Automatic,18.8,3456.0,25881.0,82.0
599,Honda WR-V i-VTEC,2017-11-01,Comprehensive,Petrol,5,53311,First Owner,Manual,17.5,1199.0,887.0,6.75
600,Hyundai i20 Magna Plus,2018-12-01,Comprehensive,Petrol,5,70000,First Owner,Manual,18.6,1197.0,8186.0,5.85
601,Hyundai i20 Magna,2016-04-01,Comprehensive,Petrol,5,108836,First Owner,Manual,18.6,1197.0,8183.0,4.49
602,BMW X5 xDrive30d Edition,2018-07-01,Comprehensive,Diesel,5,40000,First Owner,Automatic,15.97,2993.0,258.0,42.5
603,Maruti Ciaz AT,2016-10-01,Comprehensive,Petrol,5,44525,First Owner,Automatic,19.12,1373.0,911.0,6.93
604,BMW X5 xDrive 30d Design Pure Experience 5,2015-09-01,Comprehensive,Diesel,5,80000,First Owner,Automatic,15.97,2993.0,258.0,26.5
