,car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,mileage(kmpl),engine(cc),torque(Nm),price(in lakhs)
1216,Tata Harrier XZA Plus Red Dark Diesel AT,2023-05-01,Comprehensive,Diesel,5,7400,First Owner,Automatic,14.6,1956.0,16767.0,20.25
1217,Datsun RediGO T,2018-04-01,Comprehensive,Petrol,5,17024,Second Owner,Manual,22.7,799.0,5364.0,2.72
1218,Toyota Etios Liva,2014-11-01,Comprehensive,Diesel,5,71649,First Owner,Manual,23.59,1364.0,6704.0,3.32
1219,Maruti Wagon R,2022-11-01,Comprehensive,Petrol,5,9016,First Owner,Manual,998.0,6705.0,90.0,5.05
1220,Toyota Etios,2015-10-01,Comprehensive,Petrol,5,44999,First Owner,Manual,16.78,1496.0,8873.0,3.74
1221,Renault Duster 85PS Diesel,2016-08-01,Comprehensive,Diesel,5,78106,First Owner,Manual,19.87,1461.0,838.0,5.1
1222,Hyundai EON Era,2015-02-01,Comprehensive,Petrol,5,34016,First Owner,Manual,814.0,552.0,745.0,2.15
1223,Maruti Swift VDI,2014-09-01,Comprehensive,Diesel,5,85692,First Owner,Manual,25.2,1248.0,74.0,3.47
1224,Tata Nexon XM,2021-03-01,Third Party insurance,Petrol,5,6500,First Owner,Manual,17.33,1199.0,11835.0,7.98
1225,Hyundai Venue SX,2021-03-01,Comprehensive,Petrol,5,35080,First Owner,Manual,18.27,998.0,11835.0,8.99
1226,Volkswagen Polo 1.2 MPI,2016-06-01,Comprehensive,Petrol,5,77727,First Owner,Manual,16.2,1199.0,74.0,3.77
1227,Hyundai i20 Sportz,2014-10-01,Comprehensive,Petrol,5,43000,First Owner,Manual,18.5,1197.0,8285.0,3.49
1228,Hyundai Grand i10 Sportz Petrol,2019-03-01,Comprehensive,Petrol,5,30000,First Owner,Manual,18.9,1197.0,8186.0,4.25
1229,Mahindra NuvoSport,2016-11-01,Comprehensive,Diesel,7,42364,First Owner,Manual,17.45,1493.0,100.0,4.5
1230,Honda Brio VX,2015-09-01,Comprehensive,Petrol,5,7000,Second Owner,Automatic,16.5,1198.0,868.0,4.95
1231,Honda Jazz 1.2 V i,2016-11-01,Comprehensive,Petrol,5,54000,First Owner,Manual,18.7,1199.0,887.0,3.95
1232,Maruti Swift Dzire,2009-01-01,Comprehensive,Petrol,5,45000,First Owner,Manual,17.5,1298.0,858.0,2.25
1233,Maruti Swift Dzire,2013-11-01,Comprehensive,Petrol,5,44018,First Owner,Manual,19.1,1197.0,858.0,3.45
1234,Honda Civic,2020-01-01,Third Party insurance,Petrol,5,18500,First Owner,Automatic,16.5,1799.0,13946.0,12.9
1235,Hyundai Santro Xing,2011-09-01,Comprehensive,Petrol,5,43002,First Owner,Manual,17.92,1086.0,621.0,1.75
1236,Mercedes-Benz GLC,2020-12-01,Third Party insurance,Petrol,5,13200,First Owner,Automatic,12.74,1991.0,197.0,50.0
1237,Renault KWID 1.0 RXT,2019-09-01,Comprehensive,Petrol,5,69381,First Owner,Manual,23.01,999.0,67.0,3.27
1238,Hyundai Creta 1.6 CRDi SX,2015-09-01,Comprehensive,Diesel,5,64275,First Owner,Manual,19.67,1582.0,1262.0,6.28
1239,Mahindra Thar LX 4-Str Convert Top AT,2021-02-01,Comprehensive,Petrol,4,7421,First Owner,Automatic,15.2,1997.0,150.0,12.49
1240,Honda City ZX,2021-12-01,Comprehensive,Petrol,5,5252,First Owner,Automatic,18.3,1498.0,11935.0,12.07
1241,Toyota Etios,2014-01-01,Comprehensive,Petrol,5,63663,First Owner,Manual,16.78,1496.0,8873.0,3.41
1242,Honda City i VTEC,2015-04-01,Comprehensive,Petrol,5,60545,First Owner,Manual,17.8,1497.0,1173.0,5.55
1243,Honda Amaze S,2016-10-01,Comprehensive,Petrol,5,85602,First Owner,Manual,17.8,1198.0,867.0,3.33
1244,Toyota Fortuner 2.8 4WD AT,2019-09-01,Comprehensive,Diesel,7,35902,First Owner,Automatic,15.04,2755.0,1745.0,28.0
1245,Hyundai Creta 1.6 SX,2018-08-01,Comprehensive,Petrol,5,87172,First Owner,Manual,15.8,1591.0,1213.0,7.88
1246,Volkswagen Polo Petrol Highline,2014-10-01,Comprehensive,Petrol,5,52950,Second Owner,Manual,16.47,1198.0,739.0,3.72
1247,Hyundai Verna 1.6 VTVT,2016-01-01,Comprehensive,Petrol,5,42005,First Owner,Manual,17.01,1591.0,1213.0,4.71
1248,Hyundai Creta 1.6 SX,2018-11-01,Comprehensive,Petrol,5,64000,First Owner,Manual,15.8,1591.0,1213.0,8.25
1249,Hyundai Verna VTVT 1.6 SX,2019-11-01,Comprehensive,Petrol,5,32000,First Owner,Manual,17.0,1591.0,1213.0,8.25
1250,Hyundai Creta 1.6 SX,2018-06-01,Comprehensive,Petrol,5,65000,First Owner,Manual,15.8,1591.0,1213.0,8.5
1251,Hyundai Elantra 2.0,2018-08-01,Comprehensive,Petrol,5,21000,First Owner,Manual,14.59,1999.0,14992.0,8.85
1252,Toyota Corolla Altis 1.8 G,2016-04-01,Comprehensive,Petrol,5,39450,First Owner,Automatic,14.28,1798.0,13803.0,8.15
1253,Hyundai Elantra 2.0,2017-04-01,Comprehensive,Petrol,5,32000,First Owner,Manual,14.59,1999.0,14992.0,8.85
1254,Honda WR-V i-VTEC,2018-06-01,Comprehensive,Petrol,5,60314,First Owner,Manual,17.5,1199.0,887.0,5.75
1255,Hyundai Verna VTVT 1.4,2018-12-01,Comprehensive,Petrol,5,4000,First Owner,Manual,19.1,1368.0,986.0,7.49
1256,Maruti Ciaz Delta,2017-11-01,Comprehensive,Diesel,5,65000,First Owner,Automatic,28.09,1248.0,8850.0,5.25
1257,Hyundai Creta 1.6 CRDi SX,2015-12-01,Comprehensive,Diesel,5,78019,First Owner,Manual,19.67,1582.0,1262.0,6.39
1258,Renault Duster,2020-09-01,Comprehensive,Petrol,5,42970,First Owner,Manual,16.42,1498.0,10455.0,7.64
1259,Toyota Innova 2.5 GX 7 STR,2010-06-01,Comprehensive,Diesel,7,176000,First Owner,Manual,12.8,2494.0,102.0,4.4
1260,Maruti Wagon R VXI,2019-02-01,Comprehensive,Petrol,5,24100,First Owner,Manual,20.52,1197.0,8180.0,4.74
1261,Maruti Baleno 1.2,2015-12-01,Comprehensive,Petrol,5,51123,First Owner,Manual,21.4,1197.0,831.0,4.71
1262,Skoda Octavia Ambition 1.4 TSI,2016-05-01,Comprehensive,Petrol,5,66000,First Owner,Manual,16.8,1395.0,13802.0,5.95
1263,Maruti Baleno 1.3,2015-02-01,Comprehensive,Diesel,5,48405,First Owner,Manual,27.39,1248.0,74.0,4.98
1264,Audi A6 2.0 TDI Premium,2013-11-01,Comprehensive,Diesel,5,52305,First Owner,Automatic,17.68,1968.0,17433.0,10.75
1265,Hyundai Grand i10 CRDi,2015-06-01,Comprehensive,Diesel,5,46488,Second Owner,Manual,24.0,1120.0,70.0,3.71
1266,Hyundai i20 Diesel,2018-01-01,Comprehensive,Diesel,5,71842,First Owner,Manual,22.54,1396.0,8876.0,5.29
1267,Honda City i DTEC,2014-07-01,Comprehensive,Diesel,5,91000,Third Owner,Manual,26.0,1498.0,986.0,3.95
1268,Hyundai i20 Magna 1.4 CRDi,2013-07-01,Comprehensive,Diesel,5,51334,First Owner,Manual,21.9,1396.0,8876.0,2.8
1269,Toyota Fortuner 2.8 2WD AT,2016-04-01,Comprehensive,Diesel,7,72560,First Owner,Automatic,12.9,2755.0,1745.0,16.7
1270,Hyundai Santro Sportz,2018-12-01,Comprehensive,Petrol,5,68000,First Owner,Manual,20.3,1086.0,68.0,3.85
1271,Maruti Swift Dzire,2014-01-01,Comprehensive,Petrol,5,45000,First Owner,Manual,22.41,1197.0,8850.0,3.6
1272,Mitsubishi Cedia,2013-03-01,Comprehensive,Petrol,5,44000,First Owner,Manual,13.17,1999.0,114.0,3.95
1273,Skoda Superb LK 1.8 TSI,2016-07-01,Comprehensive,Petrol,5,47000,First Owner,Automatic,14.67,1798.0,17746.0,10.95
1274,Toyota Fortuner 4x2,2016-05-01,Comprehensive,Diesel,7,92044,First Owner,Automatic,12.55,2982.0,1685.0,16.5
1275,Honda City i VTEC,2015-04-01,Comprehensive,Petrol,5,60545,First Owner,Manual,17.4,1497.0,1173.0,5.5
1276,Maruti Ritz,2014-10-01,Comprehensive,Diesel,5,79097,First Owner,Manual,1248.0,7394.0,190.0,3.29
1277,Maruti Swift Dzire,2013-01-01,Comprehensive,Petrol,5,68619,Second Owner,Manual,19.1,1197.0,858.0,3.44
1278,Audi Q5 30 TDI quattro,2014-05-01,Comprehensive,Diesel,5,34452,First Owner,Automatic,14.16,1968.0,1743.0,16.75
1279,Hyundai Grand i10 1.2 CRDi,2017-07-01,Comprehensive,Diesel,5,40326,First Owner,Manual,24.0,1186.0,7397.0,5.22
1280,Datsun GO T,2019-09-01,Comprehensive,Petrol,5,40021,First Owner,Manual,19.02,1198.0,6705.0,3.92
1281,Maruti Wagon R,2019-11-01,Comprehensive,Petrol,5,44000,First Owner,Manual,998.0,6705.0,90.0,3.99
1282,Maruti Wagon R VXI,2019-01-01,Third Party,Petrol,5,7962,First Owner,Manual,20.52,1197.0,8180.0,4.89
1283,Toyota Innova 2.5 VX 7 STR,2012-06-01,Comprehensive,Diesel,7,260000,First Owner,Manual,12.8,2494.0,102.0,6.25
1284,Nissan Micra Active,2018-05-01,Comprehensive,Petrol,5,44508,First Owner,Manual,19.69,1198.0,6704.0,3.38
1285,Hyundai Elantra SX,2014-03-01,Comprehensive,Petrol,5,58958,First Owner,Automatic,14.5,1797.0,1475.0,5.25
1286,Maruti Ignis 1.2 Zeta,2018-08-01,Third Party insurance,Petrol,5,44000,Second Owner,Manual,20.89,1197.0,8180.0,4.65
1287,Toyota Urban cruiser,2022-05-01,Comprehensive,Petrol,5,48188,First Owner,Manual,17.03,1462.0,10326.0,8.25
1288,Hyundai i10,2009-12-01,Comprehensive,Petrol,5,55000,First Owner,Manual,20.36,1197.0,789.0,1.51
1289,Hyundai Grand i10,2013-10-01,Comprehensive,Petrol,5,24268,First Owner,Manual,1197.0,82.0,114.0,2.85
1290,Hyundai Creta 1.6 CRDi AT SX,2019-03-01,Comprehensive,Diesel,5,23000,First Owner,Automatic,17.01,1582.0,1262.0,10.5
1291,MG Hector Sharp AT,2020-12-01,Comprehensive,Petrol,5,38502,First Owner,Automatic,13.96,1451.0,141.0,13.75
1292,Hyundai Creta 1.6 CRDi SX,2017-06-01,Comprehensive,Diesel,5,35000,First Owner,Manual,19.67,1582.0,1262.0,7.5
1293,Kia Seltos GTX,2020-01-01,Comprehensive,Petrol,5,43487,First Owner,Manual,16.5,1353.0,13808.0,13.5
1294,Maruti Vitara Brezza ZDi Plus AMT Dual,2018-07-01,Comprehensive,Diesel,5,32000,First Owner,Automatic,24.3,1248.0,885.0,7.5
1295,Mercedes-Benz GLA Class 200 d,2019-04-01,Third Party insurance,Diesel,5,14400,First Owner,Automatic,17.9,2143.0,136.0,24.0
1296,Volkswagen Polo 1.2 MPI,2017-10-01,Comprehensive,Petrol,5,62920,First Owner,Manual,1198.0,74.0,110.0,5.27
1297,Maruti A-Star,2012-02-01,Comprehensive,Petrol,5,60467,First Owner,Manual,19.0,998.0,661.0,2.8
1298,Hyundai i10 Sportz,2014-08-01,Comprehensive,Petrol,5,65017,Second Owner,Manual,19.81,1086.0,6805.0,2.25
1299,Maruti Swift Dzire ZXI,2017-11-01,Comprehensive,Petrol,5,38015,First Owner,Manual,21.21,1197.0,8180.0,5.47
1300,Toyota Etios Liva 1.2,2017-10-01,Comprehensive,Petrol,5,49134,First Owner,Manual,17.71,1197.0,789.0,4.42
1301,Maruti Wagon R VXI,2016-01-01,Comprehensive,Petrol,5,37100,Second Owner,Automatic,21.79,998.0,6705.0,3.1
1302,Hyundai i20 Asta Opt Turbo DCT,2021-03-01,Comprehensive,Petrol,5,69977,First Owner,Automatic,20.28,998.0,11841.0,8.69
1303,Nissan Micra CVT,2017-12-01,Comprehensive,Petrol,5,16937,First Owner,Automatic,19.34,1198.0,7594.0,3.25
1304,Mahindra XUV500 W7,2018-05-01,Comprehensive,Diesel,7,51441,First Owner,Manual,15.1,2179.0,15287.0,10.71
1305,Maruti Swift Dzire AMT,2017-07-01,Comprehensive,Petrol,5,53947,First Owner,Automatic,21.21,1197.0,8180.0,5.62
1306,Kia Seltos GTX,2020-11-01,Comprehensive,Petrol,5,30000,First Owner,Manual,16.5,1353.0,13808.0,13.2
1307,Hyundai i20 Asta,2015-04-01,Third Party,Petrol,5,40909,First Owner,Manual,18.6,1197.0,8183.0,4.35
1308,Mahindra TUV 300 T6,2019-11-01,Comprehensive,Diesel,7,70000,First Owner,Manual,18.49,1493.0,100.0,5.75
1309,Maruti Swift Dzire 1.2 Vxi,2011-05-01,Comprehensive,Petrol,5,69000,Second Owner,Manual,17.5,1197.0,858.0,2.25
1310,Honda Jazz 1.2 SV i,2017-03-01,Comprehensive,Petrol,5,28662,First Owner,Manual,18.7,1199.0,887.0,3.85
1311,Tata Harrier XTA Plus AT,2021-11-01,Comprehensive,Diesel,5,46912,First Owner,Automatic,14.6,1956.0,16767.0,16.25
1312,Volkswagen Vento Petrol,2013-11-01,Comprehensive,Petrol,5,65000,First Owner,Manual,15.04,1598.0,1036.0,2.5
1313,Mercedes-Benz C-Class C 220 CDI,2013-12-01,Comprehensive,Diesel,5,40238,First Owner,Automatic,19.27,2143.0,170.0,12.5
1314,Volkswagen Ameo 1.5 TDI,2020-03-01,Comprehensive,Diesel,5,52000,First Owner,Manual,21.66,1498.0,10862.0,4.45
1315,Hyundai Santro,2021-03-01,Comprehensive,Petrol,5,22873,First Owner,Manual,20.3,1086.0,6805.0,4.73
1316,Maruti A-Star,2012-10-01,Comprehensive,Petrol,5,77389,First Owner,Manual,19.0,998.0,661.0,2.27
1317,Maruti Swift VVT,2018-12-01,Comprehensive,Petrol,5,32000,First Owner,Manual,22.0,1197.0,8180.0,5.3
1318,Skoda Rapid 1.5 TDI AT Style,2016-10-01,Comprehensive,Diesel,5,88935,First Owner,Automatic,21.66,1498.0,10352.0,4.85
1319,Nissan Micra Active,2018-10-01,Comprehensive,Petrol,5,53681,Second Owner,Manual,19.69,1198.0,6704.0,3.04
1320,Mahindra Bolero,2018-08-01,Third Party insurance,Diesel,7,60000,First Owner,Manual,15.96,2523.0,621.0,5.65
1321,Hyundai i20 Active 1.4,2015-05-01,Comprehensive,Diesel,5,49441,First Owner,Manual,21.19,1396.0,8873.0,4.89
1322,Toyota Innova Crysta 2.4 VX MT,2019-08-01,Comprehensive,Diesel,7,41000,First Owner,Manual,13.68,2393.0,1478.0,16.95
1323,Maruti Ciaz,2021-03-01,Comprehensive,Petrol,5,23838,First Owner,Manual,20.65,1462.0,10325.0,8.85
1324,Skoda Octavia L and K 1.9 TDI,2021-03-01,Comprehensive,Diesel,5,26719,First Owner,Manual,16.4,1896.0,90.0,7.89
1325,Mercedes-Benz GLS 400d 4MATIC,2020-07-01,Comprehensive,Diesel,7,34987,First Owner,Automatic,2925.0,3258640000000.0,700.0,1.1
1326,Mahindra TUV 300 mHAWK100,2017-04-01,Comprehensive,Diesel,7,27236,Second Owner,Manual,18.49,1493.0,100.0,6.5
1327,Honda City i DTEC,2015-05-01,Comprehensive,Diesel,5,41080,First Owner,Manual,25.1,1498.0,986.0,5.9
1328,Toyota Etios 1.4,2016-01-01,Comprehensive,Diesel,5,72793,First Owner,Manual,23.59,1364.0,6704.0,4.55
1329,Hyundai i10,2014-06-01,Comprehensive,Petrol,5,64000,Third Owner,Manual,20.36,1197.0,789.0,2.35
1330,Maruti Ignis,2017-11-01,Comprehensive,Petrol,5,32002,First Owner,Manual,20.89,1197.0,8180.0,4.41
1331,Renault Duster 85PS Diesel,2018-06-01,Comprehensive,Diesel,5,105000,First Owner,Manual,19.87,1461.0,838.0,5.25
1332,Maruti Wagon R VXI,2020-02-01,Comprehensive,Petrol,5,20827,First Owner,Manual,20.52,1197.0,8180.0,4.6
1333,Mahindra Bolero mHAWK D70,2017-10-01,Third Party insurance,Diesel,7,37852,Second Owner,Manual,16.5,1493.0,70.0,6.75
1334,Tata Harrier XZA AT,2022-02-01,Comprehensive,Diesel,5,16683,First Owner,Automatic,14.6,1956.0,16767.0,19.24
1335,Hyundai i10 Magna,2011-08-01,Comprehensive,Petrol,5,53135,First Owner,Manual,1197.0,789.0,1117.0,1.8
1336,Hyundai Grand i10 1.2 Kappa Sportz,2017-05-01,Comprehensive,Petrol,5,32230,First Owner,Manual,18.9,1197.0,8186.0,5.13
1337,BMW 5 Series 520d Luxury,2022-03-01,Comprehensive,Diesel,5,11000,First Owner,Automatic,20.37,1995.0,18774.0,69.5
1338,Volkswagen Taigun 1.0 TSI Topline AT,2022-09-01,Comprehensive,Petrol,5,10400,First Owner,Automatic,18.41,999.0,11398.0,16.35
1339,Hyundai Grand i10 Nios,2022-02-01,Comprehensive,Petrol,5,23748,First Owner,Manual,20.7,1197.0,8186.0,6.55
1340,Honda Amaze V CVT,2018-07-01,Comprehensive,Petrol,5,13513,First Owner,Automatic,18.3,1199.0,8876.0,7.65
1341,Tata Nexon XZA Plus AMT,2022-01-01,Third Party,Petrol,5,12952,First Owner,Automatic,17.05,1199.0,11835.0,10.99
1342,Hyundai Grand i10,2014-05-01,Comprehensive,Petrol,5,22672,First Owner,Manual,18.9,1197.0,82.0,3.84
1343,Maruti Wagon R VXI BS,2012-07-01,Comprehensive,Petrol,5,23000,First Owner,Manual,18.9,998.0,671.0,2.9
1344,Hyundai i20 Sportz,2017-07-01,Comprehensive,Petrol,5,41048,First Owner,Manual,18.6,1197.0,8183.0,5.48
1345,BMW 5 Series 520d Luxury,2021-02-01,Comprehensive,Diesel,5,10000,First Owner,Automatic,20.37,1995.0,18774.0,58.75
1346,Hyundai i10,2013-12-01,Comprehensive,Petrol,5,1800,First Owner,Manual,20.36,1197.0,789.0,3.15
1347,Jeep Compass 1.4 Limited Plus,2019-05-01,Comprehensive,Petrol,5,34000,First Owner,Automatic,16.0,1368.0,16077.0,17.5
1348,Toyota Urban cruiser Premium,2021-07-01,Zero Dep,Petrol,5,30000,First Owner,Automatic,18.76,1462.0,10326.0,11.4
1349,Hyundai Grand i10,2018-08-01,Comprehensive,Petrol,5,22700,First Owner,Manual,18.9,1197.0,8186.0,5.45
1350,BMW X7 xDrive 40i M,2019-10-01,Comprehensive,Petrol,7,28000,First Owner,Automatic,10.54,2998.0,33525.0,99.0
1351,Maruti Wagon R LXI,2010-03-01,Third Party,Petrol,5,79862,First Owner,Manual,1061.0,67.0,84.0,1.69
1352,Hyundai Creta 1.6 VTVT AT SX,2018-03-01,Comprehensive,Petrol,5,29146,First Owner,Automatic,13.0,1591.0,1213.0,11.35
1353,Maruti Baleno Alpha AMT,2022-04-01,Comprehensive,Petrol,5,5500,First Owner,Automatic,22.94,1197.0,8850.0,9.35
1354,Hyundai i10,2014-08-01,Comprehensive,Petrol,5,35925,Second Owner,Manual,20.36,1197.0,789.0,3.14
1355,Maruti Wagon R VXI,2018-04-01,Comprehensive,Petrol,5,57999,First Owner,Automatic,21.79,998.0,6705.0,4.59
1356,Maruti Wagon R VXI BS,2012-07-01,Comprehensive,Petrol,5,23000,First Owner,Manual,18.9,998.0,671.0,2.9
1357,Maruti Baleno 1.2,2017-03-01,Comprehensive,Petrol,5,14352,Second Owner,Manual,21.4,1197.0,831.0,5.87
1358,BMW 5 Series 520d Luxury,2021-02-01,Comprehensive,Diesel,5,10000,First Owner,Automatic,20.37,1995.0,18774.0,58.75
1359,Maruti Ertiga VXI,2014-06-01,Comprehensive,CNG,7,49999,First Owner,Manual,22.8,1373.0,809.0,6.34
1360,Maruti Baleno 1.2,2018-08-01,Comprehensive,Petrol,5,21194,First Owner,Manual,21.4,1197.0,831.0,6.37
1361,Hyundai i10,2013-12-01,Comprehensive,Petrol,5,1800,First Owner,Manual,20.36,1197.0,789.0,3.15
1362,Hyundai Grand i10 Nios Sportz,2020-10-01,Comprehensive,CNG,5,27019,First Owner,Manual,1197.0,6805.0,952.0,6.7
1363,Maruti Vitara Brezza ZDi,2020-02-01,Comprehensive,Diesel,5,24000,First Owner,Automatic,24.3,1248.0,885.0,9.95
1364,Honda City 1.5 V,2010-01-01,Comprehensive,Petrol,5,32000,First Owner,Manual,17.0,1497.0,1186600.0,2.4
1365,Volvo XC40 T4 R-Design,2020-09-01,Third Party insurance,Petrol,5,22600,First Owner,Automatic,1969.0,190.0,300.0,37.75
1366,Jeep Compass 1.4 Limited Plus,2019-05-01,Comprehensive,Petrol,5,34000,First Owner,Automatic,16.0,1368.0,16077.0,17.5
1367,Toyota Urban cruiser Premium,2021-07-01,Zero Dep,Petrol,5,30000,First Owner,Automatic,18.76,1462.0,10326.0,11.4
1368,Hyundai Grand i10,2018-08-01,Comprehensive,Petrol,5,22700,First Owner,Manual,18.9,1197.0,8186.0,5.45
1369,Audi Q2,2021-12-01,Comprehensive,Petrol,5,9700,First Owner,Automatic,1984.0,18774.0,320.0,35.49
1370,Maruti Baleno,2020-06-01,Comprehensive,Petrol,5,13519,First Owner,Manual,21.01,1197.0,8180.0,6.94
1371,Hyundai Creta 1.6 VTVT AT SX,2017-12-01,Comprehensive,Petrol,5,45017,First Owner,Automatic,13.0,1591.0,1213.0,8.75
1372,Maruti Swift VXI,2013-07-01,Comprehensive,Petrol,5,78308,First Owner,Manual,22.0,1197.0,8180.0,3.57
1373,Honda Jazz V,2017-11-01,Third Party insurance,Petrol,5,79852,First Owner,Automatic,18.2,1199.0,887.0,5.69
1374,BMW X7 xDrive 40i M,2019-10-01,Comprehensive,Petrol,7,28000,First Owner,Automatic,10.54,2998.0,33525.0,99.0
1375,Hyundai EON Magna,2016-12-01,Zero Dep,Petrol,5,18049,First Owner,Manual,21.1,814.0,552.0,3.15
1376,Volkswagen Taigun 1.0 TSI Topline,2022-11-01,Comprehensive,Petrol,5,19500,First Owner,Manual,19.87,999.0,11398.0,16.21
1377,Audi Q5,2018-09-01,Comprehensive,Diesel,5,35000,First Owner,Automatic,17.01,1968.0,188.0,41.99
1378,Maruti Ignis Zeta,2021-08-01,Comprehensive,Petrol,5,7643,First Owner,Manual,20.89,1197.0,8180.0,6.19
1379,Hyundai i20 Magna,2015-03-01,Third Party insurance,Petrol,5,12000,First Owner,Manual,18.6,1197.0,8183.0,5.31
1380,Hyundai Grand i10 AT,2014-02-01,Comprehensive,Petrol,5,22316,First Owner,Automatic,18.9,1197.0,82.0,4.54
1381,Hyundai i10 Magna,2010-01-01,Third Party insurance,Petrol,5,45221,First Owner,Manual,1197.0,789.0,1117.0,2.35
1382,Maruti Baleno Zeta,2021-10-01,Comprehensive,Petrol,5,35000,First Owner,Automatic,19.56,1197.0,8180.0,8.45
1383,BMW X7 xDrive 40i M,2021-08-01,Zero Dep,Petrol,7,7000,First Owner,Automatic,10.54,2998.0,33525.0,1.15
1384,Honda City i VTEC,2016-12-01,Comprehensive,Petrol,5,38671,Second Owner,Manual,17.8,1497.0,1173.0,6.25
1385,Hyundai i20 1.2 Sportz,2012-02-01,Third Party insurance,Petrol,5,49303,Second Owner,Manual,17.0,1197.0,805200.0,2.8
1386,Nissan Sunny XL,2014-07-01,Comprehensive,Petrol,5,65000,First Owner,Automatic,17.97,1498.0,9961.0,2.95
1387,Audi Q3 30 TFSI Premium,2018-03-01,Comprehensive,Petrol,5,68000,First Owner,Automatic,16.9,1395.0,14751.0,24.99
1388,Hyundai Venue SX,2019-08-01,Comprehensive,Petrol,5,17536,First Owner,Manual,18.27,998.0,11835.0,9.7
1389,Honda Jazz 1.2 V i,2017-06-01,Third Party insurance,Petrol,5,30400,First Owner,Manual,18.7,1199.0,887.0,5.35
1390,MG Hector Hybrid Sharp,2020-02-01,Comprehensive,Petrol,5,15071,First Owner,Manual,1451.0,141.0,250.0,14.28
1391,Maruti SX4 S Cross DDiS 200,2015-07-01,Comprehensive,Diesel,5,80100,First Owner,Manual,23.65,1248.0,885.0,6.25
1392,Hyundai Verna SX,2021-06-01,Comprehensive,Petrol,5,10773,First Owner,Automatic,18.45,1497.0,11318.0,11.85
1393,Tata Tigor XZA,2020-03-01,Zero Dep,Petrol,5,10957,First Owner,Automatic,20.3,1199.0,8381.0,7.53
1394,Tata Tiago,2022-08-01,Comprehensive,Petrol,5,19000,First Owner,Manual,20.09,1199.0,8482.0,7.45
1395,Hyundai Verna 1.6 SX CRDI (O),2015-07-01,Third Party insurance,Diesel,5,87900,Second Owner,Automatic,22.32,1582.0,12632.0,6.5
1396,Maruti Ignis Zeta AMT,2021-02-01,Comprehensive,Petrol,5,16100,First Owner,Automatic,20.89,1197.0,8180.0,6.44
1397,Toyota Etios Cross 1.4L,2016-08-01,Comprehensive,Diesel,5,48650,First Owner,Manual,23.59,1364.0,6706.0,5.25
1398,Hyundai Creta 1.6 SX,2018-12-01,Comprehensive,Petrol,5,29252,First Owner,Automatic,14.8,1591.0,1213.0,11.05
1399,Honda Jazz V,2018-05-01,Comprehensive,Petrol,5,19446,First Owner,Automatic,18.2,1199.0,887.0,6.5
1400,Maruti Ertiga VXI,2022-05-01,Third Party insurance,CNG,7,26500,First Owner,Manual,26.11,1462.0,8663.0,11.5
1401,Hyundai Creta SX Opt Diesel AT,2020-08-01,Comprehensive,Diesel,5,35000,First Owner,Automatic,1493.0,11345.0,250.0,17.41
1402,Honda WR-V i-VTEC,2017-06-01,Comprehensive,Petrol,5,49000,First Owner,Manual,17.5,1199.0,887.0,5.85
1403,Volkswagen Polo 1.0 MPI,2018-05-01,Comprehensive,Petrol,5,40000,Second Owner,Manual,18.78,999.0,75.0,4.75
1404,Maruti Swift Dzire,2018-05-01,Comprehensive,Petrol,5,34756,First Owner,Manual,20.85,1197.0,8314.0,6.1
